"IFNGR2","http://bioinf.uta.fi/IFNGR2base/","MUTbase","MUTbase"
"IGHG2","http://bioinf.uta.fi/IGHG2base/","MUTbase","MUTbase"
"IGHM","http://bioinf.uta.fi/IGHMbase/","MUTbase","MUTbase"
"IGHMBP2","http://www.molgen.ua.ac.be/CMTMutations/","unknown","unknown"
"IGLL1","http://bioinf.uta.fi/IGLL1base/","MUTbase","MUTbase"
"IKBKAP","http://www.molgen.ua.ac.be/CMTMutations/","unknown","unknown"
"IKBKG","http://bioinf.uta.fi/IKBKGbase/","MUTbase","MUTbase"
"IL12B","http://bioinf.uta.fi/IL12Bbase/","MUTbase","MUTbase"
"IL12RB1","http://bioinf.uta.fi/IL12RB1base/","MUTbase","MUTbase"
"IL1RN","http://fmf.igh.cnrs.fr/ISSAID/infevers/disease_menu.php?n=10","unknown","unknown"
"IL2RA","http://bioinf.uta.fi/IL2RAbase/","MUTbase","MUTbase"
